file	trait_id	trait_label	graph_id	scope_status	protein_nodes	semantic_grounded_nodes	reviewed_label_only_nodes	canonical_examples	cited_canonical_examples	protein_examples	taxon_matched_examples	status	error_count	gap_count	unmet_requirements
data/traits/environment/copper_tolerant.yaml	traitmech:000018	copper tolerant	copper_tolerance_cop_efflux	MECHANISTIC	2	0	2	2	2	1	1	PASS	0	0	-
data/traits/environment/delta_phenotype_with_numerical_limits.yaml	METPO:1000534	delta phenotype with numerical limits	delta_phenotype_breadth_descriptor	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/desiccation_tolerant.yaml	traitmech:000010	desiccation tolerant	desiccation_anhydrobiosis_repair	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/euryhaline.yaml	METPO:1000627	euryhaline	euryhaline_wide_salinity_tolerance	NONMECHANISTIC	3	0	3	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/extreme_hyperthermophilic.yaml	METPO:1000721	extreme hyperthermophilic	extreme_hyperthermophilic_archaeal_adaptation	NONMECHANISTIC	3	1	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/extremely_halophilic.yaml	METPO:1000628	extremely halophilic	extreme_halophile_salt_in_acidic_proteome	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/facultative_oxygen_preference.yaml	METPO:1000612	facultative oxygen preference	facultative_oxygen_preference_switching	NONMECHANISTIC	2	0	2	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/facultative_psychrophilic.yaml	METPO:1000720	facultative psychrophilic	facultative_psychrophilic_cold_tolerance	NONMECHANISTIC	2	1	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/facultatively_acidophilic.yaml	METPO:1003007	facultatively acidophilic	facultatively_acidophilic_ph_homeostasis	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/facultatively_aerobic.yaml	METPO:1000608	facultatively aerobic	facultative_aerobe_oxygen_flexible_growth	NONMECHANISTIC	5	0	5	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/facultatively_alkaphilic.yaml	METPO:1003005	facultatively alkaliphilic	facultatively_alkaphilic_sodium_cycle_homeostasis	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/facultatively_anaerobic.yaml	METPO:1000605	facultatively anaerobic	facultative_anaerobe_oxygen_switch	NONMECHANISTIC	2	0	2	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/growth_range_phenotype_with_numerical_limits.yaml	METPO:1000535	growth range phenotype with numerical limits	growth_range_phenotype_descriptor	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/haloalkaliphilic.yaml	METPO:1000621	haloalkaliphilic	haloalkaliphilic_salt_alkaline_adaptation	NONMECHANISTIC	0	0	0	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/halophilic.yaml	METPO:1000620	halophilic	halophilic_osmoadaptation	NONMECHANISTIC	3	0	3	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/halophily_preference.yaml	METPO:1000629	halophily preference	halophily_preference_osmoadaptation	NONMECHANISTIC	2	0	2	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/halotolerant.yaml	METPO:1000622	halotolerant	halotolerant_salt_stress_response	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/hyperthermophilic.yaml	METPO:1000617	hyperthermophilic	hyperthermophilic_thermostability	NONMECHANISTIC	5	1	4	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ionizing_radiation_tolerant.yaml	traitmech:000008	ionizing radiation tolerant	ionizing_radiation_tolerance_dsb_repair	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/mercury_tolerant.yaml	traitmech:000016	mercury tolerant	mercury_tolerance_mer_reduction	MECHANISTIC	3	0	3	3	3	1	1	PASS	0	0	-
data/traits/environment/mesophilic.yaml	METPO:1000615	mesophilic	mesophilic_homoviscous_adaptation	NONMECHANISTIC	5	0	5	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/metal_tolerant.yaml	traitmech:000012	metal tolerant	metal_tolerance_efflux_detoxification	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/microaerophilic.yaml	METPO:1000604	microaerophilic	microaerophile_low_oxygen_respiration	NONMECHANISTIC	6	3	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/microaerotolerant.yaml	METPO:1000610	microaerotolerant	microaerotolerant_low_oxygen_defense	NONMECHANISTIC	3	1	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/moderately_halophilic.yaml	METPO:1000623	moderately halophilic	moderate_halophile_compatible_solutes	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_delta.yaml	METPO:1000335	NaCl delta	nacl_delta_euryhaline_breadth	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_delta_high.yaml	METPO:1000482	NaCl delta high	nacl_delta_high_extreme_euryhaline	NONMECHANISTIC	0	0	0	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_delta_low.yaml	METPO:1000479	NaCl delta low	nacl_delta_low_stenohaline	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_delta_mid1.yaml	METPO:1000480	NaCl delta mid1	nacl_delta_mid1_modest_breadth	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_delta_mid2.yaml	METPO:1000481	NaCl delta mid2	nacl_delta_mid2_broad_breadth	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_optimum.yaml	METPO:1000333	NaCl optimum	nacl_optimum_balanced_osmoadaptation	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_optimum_high.yaml	METPO:1000468	NaCl optimum high	nacl_optimum_high_extreme_halophile	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_optimum_low.yaml	METPO:1000465	NaCl optimum low	nacl_optimum_low_non_halophile_setpoint	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_optimum_mid1.yaml	METPO:1000466	NaCl optimum mid1	nacl_optimum_mid1_slight_halophile	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_optimum_mid2.yaml	METPO:1000467	NaCl optimum mid2	nacl_optimum_mid2_moderate_halophile	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_range.yaml	METPO:1000334	NaCl range	nacl_range_tolerance_breadth	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_range_high.yaml	METPO:1000472	NaCl range high	nacl_range_high_extreme_halophile	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_range_low.yaml	METPO:1000469	NaCl range low	nacl_range_low_non_halophile	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_range_mid1.yaml	METPO:1000470	NaCl range mid1	nacl_range_mid1_slight_halophile	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/nacl_range_mid2.yaml	METPO:1000471	NaCl range mid2	nacl_range_mid2_moderate_halophile	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/neutrophilic.yaml	METPO:1003001	neutrophilic	neutrophilic_neutral_ph_homeostasis	NONMECHANISTIC	2	1	1	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/non_halophilic.yaml	METPO:1000624	non halophilic	non_halophilic_salt_stress_response	NONMECHANISTIC	1	0	1	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/obligately_acidophilic.yaml	METPO:1003006	obligately acidophilic	obligately_acidophilic_ph_homeostasis	NONMECHANISTIC	5	0	5	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/obligately_aerobic.yaml	METPO:1000606	obligately aerobic	obligate_aerobe_oxygen_respiration	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/obligately_alkaphilic.yaml	METPO:1003004	obligately alkaliphilic	obligately_alkaphilic_sodium_cycle_homeostasis	NONMECHANISTIC	4	0	4	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/obligately_anaerobic.yaml	METPO:1000607	obligately anaerobic	obligate_anaerobe_oxygen_toxicity	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/obligately_piezophilic.yaml	traitmech:000002	obligately piezophilic	obligate_piezophily_high_pressure_requirement	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/optimum_phenotype_with_numerical_limits.yaml	METPO:1000536	optimum phenotype with numerical limits	optimum_phenotype_descriptor	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/oxygen_preference.yaml	METPO:1000601	oxygen preference	oxygen_preference_o2_availability_axis	NONMECHANISTIC	2	2	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_delta.yaml	METPO:1000232	pH delta	ph_delta_homeostasis_flexibility	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_delta_high.yaml	METPO:1000478	pH delta high	ph_delta_high_euryphilic_breadth	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_delta_low.yaml	METPO:1000474	pH delta low	ph_delta_low_limited_breadth	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_delta_mid1.yaml	METPO:1000475	pH delta mid1	ph_delta_mid1_moderate_breadth	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_delta_mid2.yaml	METPO:1000476	pH delta mid2	ph_delta_mid2_broad_breadth	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_delta_mid3.yaml	METPO:1000477	pH delta mid3	ph_delta_mid3_wide_breadth	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_delta_very_low.yaml	METPO:1000473	pH delta very low	ph_delta_very_low_stenotopic	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_growth_preference.yaml	METPO:1003000	pH growth preference	ph_growth_preference_homeostasis	NONMECHANISTIC	3	0	3	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_optimum.yaml	METPO:1000331	pH optimum	ph_optimum_balanced_homeostasis	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_optimum_high.yaml	METPO:1000458	pH optimum high	ph_optimum_high_alkaliphile_setpoint	NONMECHANISTIC	5	0	5	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_optimum_low.yaml	METPO:1000455	pH optimum low	ph_optimum_low_acidophile_setpoint	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_optimum_mid1.yaml	METPO:1000456	pH optimum mid1	ph_optimum_mid1_neutrophile_setpoint	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_optimum_mid2.yaml	METPO:1000457	pH optimum mid2	ph_optimum_mid2_alkaline_tolerant_setpoint	NONMECHANISTIC	3	1	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_phenotype_with_numerical_limits.yaml	METPO:1000531	pH phenotype with numerical limits	ph_phenotype_numerical_axis	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_range.yaml	METPO:1000332	pH range	ph_range_bounded_homeostasis	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_range_high.yaml	METPO:1000464	pH range high	ph_range_high_extreme_alkaliphile	NONMECHANISTIC	3	0	3	0	0	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_range_low.yaml	METPO:1000460	pH range low	ph_range_low_acidophile_range	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_range_mid1.yaml	METPO:1000461	pH range mid1	ph_range_mid1_neutrophile_range	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_range_mid2.yaml	METPO:1000462	pH range mid2	ph_range_mid2_mild_alkaline_tolerance	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_range_mid3.yaml	METPO:1000463	pH range mid3	ph_range_mid3_alkaliphile_range	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/ph_range_very_low.yaml	METPO:1000459	pH range very low	ph_range_very_low_extreme_acidophile	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/piezophilic.yaml	traitmech:000001	piezophilic	piezophilic_hhp_membrane_adaptation	NONMECHANISTIC	1	0	1	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/piezotolerant.yaml	traitmech:000003	piezotolerant	piezotolerance_pressure_range	NONMECHANISTIC	1	0	1	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/pressure_delta.yaml	traitmech:000006	pressure delta	pressure_delta_breadth_descriptor	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/pressure_optimum.yaml	traitmech:000004	pressure optimum	pressure_optimum_balanced_adaptation	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/pressure_range.yaml	traitmech:000005	pressure range	pressure_range_growth_bounded_span	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/psychrophilic.yaml	METPO:1000614	psychrophilic	psychrophilic_cold_adaptation	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/psychrotolerant.yaml	METPO:1000618	psychrotolerant	psychrotolerant_facultative_cold_adaptation	NONMECHANISTIC	0	0	0	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/radiotolerant.yaml	traitmech:000007	radiotolerant	radiotolerance_repair_antioxidant	MECHANISTIC	1	0	1	2	2	1	1	PASS	0	0	-
data/traits/environment/salinity_phenotype_with_numerical_limits.yaml	METPO:1000532	salinity phenotype with numerical limits	salinity_phenotype_numerical_axis	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/slightly_halophilic.yaml	METPO:1000625	slightly halophilic	slight_halophile_low_salt_osmoadaptation	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/stenohaline.yaml	METPO:1000626	stenohaline	stenohaline_narrow_salinity_tolerance	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/strictly_anaerobic.yaml	METPO:1000611	strictly anaerobic	strict_anaerobe_oxygen_sensitivity	NONMECHANISTIC	4	0	4	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_delta.yaml	METPO:1000303	temperature delta	temperature_delta_thermal_flexibility	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_delta_high.yaml	METPO:1000487	temperature delta high	temperature_delta_high_eurythermal	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_delta_low.yaml	METPO:1000484	temperature delta low	temperature_delta_low_limited_breadth	NONMECHANISTIC	0	0	0	0	0	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_delta_mid1.yaml	METPO:1000485	temperature delta mid1	temperature_delta_mid1_moderate_breadth	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_delta_mid2.yaml	METPO:1000486	temperature delta mid2	temperature_delta_mid2_broad_breadth	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_delta_very_low.yaml	METPO:1000483	temperature delta very low	temperature_delta_very_low_stenothermal	NONMECHANISTIC	2	0	2	0	0	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_optimum.yaml	METPO:1000304	temperature optimum	temperature_optimum_balanced_adaptation	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_optimum_high.yaml	METPO:1000447	temperature optimum high	temperature_optimum_high_thermophile_setpoint	NONMECHANISTIC	4	1	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_optimum_low.yaml	METPO:1000442	temperature optimum low	temperature_optimum_low_psychrotolerant_setpoint	NONMECHANISTIC	2	0	2	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_optimum_mid1.yaml	METPO:1000443	temperature optimum mid1	temperature_optimum_mid1_lower_mesophile	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_optimum_mid2.yaml	METPO:1000444	temperature optimum mid2	temperature_optimum_mid2_mesophile	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_optimum_mid3.yaml	METPO:1000445	temperature optimum mid3	temperature_optimum_mid3_upper_mesophile	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_optimum_mid4.yaml	METPO:1000446	temperature optimum mid4	temperature_optimum_mid4_warm_mesophile	NONMECHANISTIC	3	1	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_optimum_very_low.yaml	METPO:1000441	temperature optimum very low	temperature_optimum_very_low_psychrophile_setpoint	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_phenotype_with_numerical_limits.yaml	METPO:1000533	temperature phenotype with numerical limits	temperature_phenotype_numerical_axis	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_preference.yaml	METPO:1000613	temperature preference	temperature_preference_growth_physiology	NONMECHANISTIC	1	1	0	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_range.yaml	METPO:1000306	temperature range	temperature_range_bounded_adaptation	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_range_high.yaml	METPO:1000454	temperature range high	temperature_range_high_thermophile	NONMECHANISTIC	3	1	2	3	3	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_range_low.yaml	METPO:1000449	temperature range low	temperature_range_low_psychrotolerant	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_range_mid1.yaml	METPO:1000450	temperature range mid1	temperature_range_mid1_lower_mesophile	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_range_mid2.yaml	METPO:1000451	temperature range mid2	temperature_range_mid2_baseline_mesophile	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_range_mid3.yaml	METPO:1000452	temperature range mid3	temperature_range_mid3_upper_mesophile	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_range_mid4.yaml	METPO:1000453	temperature range mid4	temperature_range_mid4_warm_mesophile	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/temperature_range_very_low.yaml	METPO:1000448	temperature range very low	temperature_range_very_low_psychrophile	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/thermophilic.yaml	METPO:1000616	thermophilic	thermophilic_heat_adaptation	NONMECHANISTIC	5	1	4	1	1	0	0	NONMECHANISTIC	0	0	-
