file	graph_id	defect	severity	detail
data/traits/environment/ph_phenotype_with_numerical_limits.yaml	ph_phenotype_numerical_axis	INCONSISTENT_NODE_TYPE	WARN	node_id='aa_decarboxylase_antiporter' type=PATHWAY here — also MOLECULAR_FUNCTION×1 elsewhere in the corpus
data/traits/environment/ph_phenotype_with_numerical_limits.yaml	ph_phenotype_numerical_axis	INCONSISTENT_NODE_TYPE	WARN	node_id='internal_ph' type=STATE here — also QUALITY×1 elsewhere in the corpus
data/traits/environment/ph_range.yaml	ph_range_bounded_homeostasis	INCONSISTENT_NODE_TYPE	WARN	node_id='membrane_potential' type=CHEMICAL here — also BIOLOGICAL_PROCESS×1, QUALITY×1, STATE×1 elsewhere in the corpus
data/traits/environment/ph_range_high.yaml	ph_range_high_extreme_alkaliphile	INCONSISTENT_NODE_TYPE	WARN	node_id='membrane_potential' type=QUALITY here — also BIOLOGICAL_PROCESS×1, CHEMICAL×1, STATE×1 elsewhere in the corpus
data/traits/environment/ph_range_low.yaml	ph_range_low_acidophile_range	INCONSISTENT_NODE_TYPE	WARN	node_id='internal_ph' type=QUALITY here — also STATE×2 elsewhere in the corpus
data/traits/environment/ph_range_mid1.yaml	ph_range_mid1_neutrophile_range	INCONSISTENT_NODE_TYPE	WARN	node_id='respiratory_proton_pumping' type=GENE_OR_PROTEIN here — also PATHWAY×1 elsewhere in the corpus
data/traits/environment/ph_range_mid2.yaml	ph_range_mid2_mild_alkaline_tolerance	INCONSISTENT_NODE_TYPE	WARN	node_id='membrane_potential' type=BIOLOGICAL_PROCESS here — also CHEMICAL×1, QUALITY×1, STATE×1 elsewhere in the corpus
data/traits/environment/ph_range_mid3.yaml	ph_range_mid3_alkaliphile_range	INCONSISTENT_NODE_TYPE	WARN	node_id='cytoplasm_acidification' type=BIOLOGICAL_PROCESS here — also STATE×1 elsewhere in the corpus
data/traits/environment/ph_range_very_low.yaml	ph_range_very_low_extreme_acidophile	INCONSISTENT_NODE_TYPE	WARN	node_id='near_neutral_cytoplasmic_ph' type=STATE here — also QUALITY×1 elsewhere in the corpus
data/traits/environment/temperature_optimum_high.yaml	temperature_optimum_high_thermophile_setpoint	INCONSISTENT_NODE_TYPE	WARN	node_id='membrane_lipid_composition' type=BIOLOGICAL_PROCESS here — also CELLULAR_LOCALIZATION×2, QUALITY×1 elsewhere in the corpus
data/traits/environment/temperature_optimum_low.yaml	temperature_optimum_low_psychrotolerant_setpoint	INCONSISTENT_NODE_TYPE	WARN	node_id='oxidative_stress' type=BIOLOGICAL_PROCESS here — also ENVIRONMENTAL_FACTOR×1 elsewhere in the corpus
data/traits/environment/temperature_optimum_mid4.yaml	temperature_optimum_mid4_warm_mesophile	INCONSISTENT_NODE_TYPE	WARN	node_id='unsaturated_fatty_acid_proportion' type=CHEMICAL here — also QUALITY×1 elsewhere in the corpus
data/traits/environment/temperature_range.yaml	temperature_range_bounded_adaptation	INCONSISTENT_NODE_TYPE	WARN	node_id='chaperone_systems' type=BIOLOGICAL_PROCESS here — also GENE_OR_PROTEIN×1 elsewhere in the corpus
data/traits/environment/temperature_range_low.yaml	temperature_range_low_psychrotolerant	INCONSISTENT_NODE_TYPE	WARN	node_id='unsaturated_fatty_acid_proportion' type=QUALITY here — also CHEMICAL×1 elsewhere in the corpus
data/traits/environment/temperature_range_mid4.yaml	temperature_range_mid4_warm_mesophile	INCONSISTENT_NODE_TYPE	WARN	node_id='membrane_lipid_composition' type=QUALITY here — also BIOLOGICAL_PROCESS×1, CELLULAR_LOCALIZATION×2 elsewhere in the corpus
data/traits/environment/temperature_range_mid4.yaml	temperature_range_mid4_warm_mesophile	INCONSISTENT_NODE_TYPE	WARN	node_id='chaperone_systems' type=GENE_OR_PROTEIN here — also BIOLOGICAL_PROCESS×1 elsewhere in the corpus
data/traits/environment/thermophilic.yaml	thermophilic_heat_adaptation	INCONSISTENT_NODE_TYPE	WARN	node_id='membrane_lipid_composition' type=CELLULAR_LOCALIZATION here — also BIOLOGICAL_PROCESS×1, QUALITY×1 elsewhere in the corpus
data/traits/genomics/prophage.yaml	prophage_lysogeny	INCONSISTENT_NODE_TYPE	WARN	node_id='dna_damage' type=ENVIRONMENTAL_FACTOR here — also BIOLOGICAL_PROCESS×1 elsewhere in the corpus
data/traits/metabolism/anaerobic_respiration.yaml	anaerobic_respiration_denitrification	UNREACHABLE_FROM_TRAIT	WARN	node_id='oxygen_limitation' label='oxygen limitation / anoxic transition' type=ENVIRONMENTAL_FACTOR — in an island with no path to anaerobic_respiration_trait
data/traits/metabolism/anaerobic_respiration.yaml	anaerobic_respiration_denitrification	UNREACHABLE_FROM_TRAIT	WARN	node_id='denitrification_reductases' label='denitrification reductases' type=GENE_OR_PROTEIN — in an island with no path to anaerobic_respiration_trait
data/traits/metabolism/anaerobic_respiration.yaml	anaerobic_respiration_denitrification	UNREACHABLE_FROM_TRAIT	WARN	node_id='nitrate_reductase' label='respiratory nitrate reductase (NarGHI)' type=GENE_OR_PROTEIN — in an island with no path to anaerobic_respiration_trait
data/traits/metabolism/anaerobic_respiration.yaml	anaerobic_respiration_denitrification	UNREACHABLE_FROM_TRAIT	WARN	node_id='nitrate' label='nitrate' type=CHEMICAL — in an island with no path to anaerobic_respiration_trait
data/traits/metabolism/anaerobic_respiration.yaml	anaerobic_respiration_denitrification	UNREACHABLE_FROM_TRAIT	WARN	node_id='nitrite' label='nitrite' type=CHEMICAL — in an island with no path to anaerobic_respiration_trait
data/traits/metabolism/anaerobic_respiration.yaml	anaerobic_respiration_denitrification	UNREACHABLE_FROM_TRAIT	WARN	node_id='nitrous_oxide_reductase' label='nitrous oxide reductase (NosZ)' type=GENE_OR_PROTEIN — in an island with no path to anaerobic_respiration_trait
data/traits/metabolism/anaerobic_respiration.yaml	anaerobic_respiration_denitrification	UNREACHABLE_FROM_TRAIT	WARN	node_id='nitrous_oxide' label='nitrous oxide' type=CHEMICAL — in an island with no path to anaerobic_respiration_trait
data/traits/metabolism/anaerobic_respiration.yaml	anaerobic_respiration_denitrification	UNREACHABLE_FROM_TRAIT	WARN	node_id='dinitrogen' label='dinitrogen' type=CHEMICAL — in an island with no path to anaerobic_respiration_trait
data/traits/metabolism/anaerobic_respiration.yaml	anaerobic_respiration_denitrification	INCONSISTENT_NODE_TYPE	WARN	node_id='terminal_electron_acceptor' type=MOLECULAR_FUNCTION here — also CHEMICAL×3 elsewhere in the corpus
data/traits/metabolism/anaerobic_respiration.yaml	anaerobic_respiration_denitrification	FRAGMENTED_GRAPH	WARN	components=4 of 14 node(s) (sizes: 6, 3, 3, 2) — one record, several unrelated mechanisms
data/traits/metabolism/calvin_benson_bassham_cycle.yaml	cbb_rubisco_co2_fixation	UNREACHABLE_FROM_TRAIT	WARN	node_id='cbbr' label='CbbR transcriptional regulator' type=GENE_OR_PROTEIN — in an island with no path to cbb_trait
data/traits/metabolism/calvin_benson_bassham_cycle.yaml	cbb_rubisco_co2_fixation	UNREACHABLE_FROM_TRAIT	WARN	node_id='cbb_operon' label='cbb operon transcription' type=BIOLOGICAL_PROCESS — in an island with no path to cbb_trait
data/traits/metabolism/calvin_benson_bassham_cycle.yaml	cbb_rubisco_co2_fixation	UNREACHABLE_FROM_TRAIT	WARN	node_id='cytoplasmic_ca' label='cytoplasmic carbonic anhydrase' type=GENE_OR_PROTEIN — in an island with no path to cbb_trait
data/traits/metabolism/calvin_benson_bassham_cycle.yaml	cbb_rubisco_co2_fixation	UNREACHABLE_FROM_TRAIT	WARN	node_id='co2_leakage' label='CO2 leakage' type=BIOLOGICAL_PROCESS — in an island with no path to cbb_trait
data/traits/metabolism/calvin_benson_bassham_cycle.yaml	cbb_rubisco_co2_fixation	DUPLICATE_GROUNDING	WARN	nodes=2;grounding=GO:0004089 (carboxysomal_ca, cytoplasmic_ca)
data/traits/metabolism/calvin_benson_bassham_cycle.yaml	cbb_rubisco_co2_fixation	FRAGMENTED_GRAPH	WARN	components=3 of 13 node(s) (sizes: 9, 2, 2) — one record, several unrelated mechanisms
data/traits/metabolism/carbon_fixation.yaml	carbon_fixation_co2_assimilation	UNREACHABLE_FROM_TRAIT	WARN	node_id='cbb_cycle' label='Calvin-Benson-Bassham cycle' type=PATHWAY — in an island with no path to carbon_fixation_trait
data/traits/metabolism/carbon_fixation.yaml	carbon_fixation_co2_assimilation	UNREACHABLE_FROM_TRAIT	WARN	node_id='rtca_cycle' label='reverse (reductive) tricarboxylic acid cycle' type=PATHWAY — in an island with no path to carbon_fixation_trait
data/traits/metabolism/carbon_fixation.yaml	carbon_fixation_co2_assimilation	UNREACHABLE_FROM_TRAIT	WARN	node_id='hp_hb_cycle' label='3-hydroxypropionate/4-hydroxybutyrate cycle' type=PATHWAY — in an island with no path to carbon_fixation_trait
data/traits/metabolism/carbon_fixation.yaml	carbon_fixation_co2_assimilation	UNREACHABLE_FROM_TRAIT	WARN	node_id='wood_ljungdahl_pathway' label='Wood-Ljungdahl pathway' type=PATHWAY — in an island with no path to carbon_fixation_trait
data/traits/metabolism/carbon_fixation.yaml	carbon_fixation_co2_assimilation	UNREACHABLE_FROM_TRAIT	WARN	node_id='acetyl_coa' label='acetyl-CoA' type=CHEMICAL — in an island with no path to carbon_fixation_trait
data/traits/metabolism/carbon_fixation.yaml	carbon_fixation_co2_assimilation	UNREACHABLE_FROM_TRAIT	WARN	node_id='atp' label='ATP' type=CHEMICAL — in an island with no path to carbon_fixation_trait
data/traits/metabolism/carbon_fixation.yaml	carbon_fixation_co2_assimilation	UNREACHABLE_FROM_TRAIT	WARN	node_id='nadph' label='NADPH' type=CHEMICAL — in an island with no path to carbon_fixation_trait
data/traits/metabolism/carbon_fixation.yaml	carbon_fixation_co2_assimilation	UNREACHABLE_FROM_TRAIT	WARN	node_id='reduced_ferredoxin' label='reduced ferredoxin' type=CHEMICAL — in an island with no path to carbon_fixation_trait
data/traits/metabolism/carbon_fixation.yaml	carbon_fixation_co2_assimilation	UNREACHABLE_FROM_TRAIT	WARN	node_id='atp_citrate_lyase' label='ATP citrate lyase (aclAB)' type=GENE_OR_PROTEIN — in an island with no path to carbon_fixation_trait
data/traits/metabolism/carbon_fixation.yaml	carbon_fixation_co2_assimilation	FRAGMENTED_GRAPH	WARN	components=4 of 15 node(s) (sizes: 6, 4, 3, 2) — one record, several unrelated mechanisms
data/traits/metabolism/dicarboxylate_four_hydroxybutyrate_cycle.yaml	dc_four_hb_anaerobic_archaeal_co2_fixation	UNREACHABLE_FROM_TRAIT	WARN	node_id='bicarbonate' label='bicarbonate' type=CHEMICAL — in an island with no path to dc_four_hb_trait
data/traits/metabolism/dicarboxylate_four_hydroxybutyrate_cycle.yaml	dc_four_hb_anaerobic_archaeal_co2_fixation	UNREACHABLE_FROM_TRAIT	WARN	node_id='pep_carboxylase' label='phosphoenolpyruvate carboxylase' type=GENE_OR_PROTEIN — in an island with no path to dc_four_hb_trait
data/traits/metabolism/dicarboxylate_four_hydroxybutyrate_cycle.yaml	dc_four_hb_anaerobic_archaeal_co2_fixation	UNREACHABLE_FROM_TRAIT	WARN	node_id='phosphoenolpyruvate' label='phosphoenolpyruvate' type=CHEMICAL — in an island with no path to dc_four_hb_trait
data/traits/metabolism/dicarboxylate_four_hydroxybutyrate_cycle.yaml	dc_four_hb_anaerobic_archaeal_co2_fixation	UNREACHABLE_FROM_TRAIT	WARN	node_id='oxaloacetate' label='oxaloacetate' type=CHEMICAL — in an island with no path to dc_four_hb_trait
data/traits/metabolism/dicarboxylate_four_hydroxybutyrate_cycle.yaml	dc_four_hb_anaerobic_archaeal_co2_fixation	FRAGMENTED_GRAPH	WARN	components=2 of 14 node(s) (sizes: 10, 4) — one record, several unrelated mechanisms
data/traits/metabolism/dissimilatory_metal_reduction.yaml	metal_reduction_anaerobic_respiration	UNREACHABLE_FROM_TRAIT	WARN	node_id='organic_matter_oxidation' label='organic compound oxidation' type=BIOLOGICAL_PROCESS — in an island with no path to metal_reduction_trait
data/traits/metabolism/dissimilatory_metal_reduction.yaml	metal_reduction_anaerobic_respiration	UNREACHABLE_FROM_TRAIT	WARN	node_id='fe3_reduction' label='Fe(III) reduction' type=BIOLOGICAL_PROCESS — in an island with no path to metal_reduction_trait
data/traits/metabolism/dissimilatory_metal_reduction.yaml	metal_reduction_anaerobic_respiration	UNREACHABLE_FROM_TRAIT	WARN	node_id='mtrcab_complex' label='MtrCAB outer-membrane complex' type=GENE_OR_PROTEIN — in an island with no path to metal_reduction_trait
data/traits/metabolism/dissimilatory_metal_reduction.yaml	metal_reduction_anaerobic_respiration	UNREACHABLE_FROM_TRAIT	WARN	node_id='extracellular_acceptor' label='extracellular electron acceptor' type=CHEMICAL — in an island with no path to metal_reduction_trait
data/traits/metabolism/dissimilatory_metal_reduction.yaml	metal_reduction_anaerobic_respiration	UNREACHABLE_FROM_TRAIT	WARN	node_id='flavin_shuttle' label='flavin electron shuttle' type=CHEMICAL — in an island with no path to metal_reduction_trait
data/traits/metabolism/dissimilatory_metal_reduction.yaml	metal_reduction_anaerobic_respiration	UNREACHABLE_FROM_TRAIT	WARN	node_id='anaerobic_subsurface_env' label='anaerobic subsurface environment' type=ENVIRONMENTAL_FACTOR — in an island with no path to metal_reduction_trait
data/traits/metabolism/dissimilatory_metal_reduction.yaml	metal_reduction_anaerobic_respiration	FRAGMENTED_GRAPH	WARN	components=3 of 10 node(s) (sizes: 4, 3, 3) — one record, several unrelated mechanisms
data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml	dnra_nitrate_to_ammonium	UNREACHABLE_FROM_TRAIT	WARN	node_id='nitrate' label='nitrate' type=CHEMICAL — in an island with no path to dnra_trait
data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml	dnra_nitrate_to_ammonium	UNREACHABLE_FROM_TRAIT	WARN	node_id='ammonium' label='ammonium' type=CHEMICAL — in an island with no path to dnra_trait
data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml	dnra_nitrate_to_ammonium	UNREACHABLE_FROM_TRAIT	WARN	node_id='nitrite' label='nitrite' type=CHEMICAL — in an island with no path to dnra_trait
data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml	dnra_nitrate_to_ammonium	UNREACHABLE_FROM_TRAIT	WARN	node_id='narghi' label='NarGHI nitrate reductase' type=GENE_OR_PROTEIN — in an island with no path to dnra_trait
data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml	dnra_nitrate_to_ammonium	UNREACHABLE_FROM_TRAIT	WARN	node_id='nrfa' label='NrfA cytochrome c nitrite reductase' type=GENE_OR_PROTEIN — in an island with no path to dnra_trait
data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml	dnra_nitrate_to_ammonium	UNREACHABLE_FROM_TRAIT	WARN	node_id='narx_narl' label='NarX-NarL two-component system' type=GENE_OR_PROTEIN — in an island with no path to dnra_trait
data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml	dnra_nitrate_to_ammonium	UNREACHABLE_FROM_TRAIT	WARN	node_id='fnr' label='FNR regulator' type=GENE_OR_PROTEIN — in an island with no path to dnra_trait
data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml	dnra_nitrate_to_ammonium	UNREACHABLE_FROM_TRAIT	WARN	node_id='nrf_operon' label='nrf operon transcription' type=BIOLOGICAL_PROCESS — in an island with no path to dnra_trait
data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml	dnra_nitrate_to_ammonium	FRAGMENTED_GRAPH	WARN	components=3 of 11 node(s) (sizes: 5, 3, 3) — one record, several unrelated mechanisms
data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	sulfate_reduction_to_sulfide	UNREACHABLE_FROM_TRAIT	WARN	node_id='sulfate' label='sulfate' type=CHEMICAL — in an island with no path to sulfate_reduction_trait
data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	sulfate_reduction_to_sulfide	UNREACHABLE_FROM_TRAIT	WARN	node_id='sulfide' label='sulfide' type=CHEMICAL — in an island with no path to sulfate_reduction_trait
data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	sulfate_reduction_to_sulfide	UNREACHABLE_FROM_TRAIT	WARN	node_id='sat_enzyme' label='ATP sulfurylase (Sat)' type=GENE_OR_PROTEIN — in an island with no path to sulfate_reduction_trait
data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	sulfate_reduction_to_sulfide	UNREACHABLE_FROM_TRAIT	WARN	node_id='aps' label='adenosine-5′-phosphosulfate (APS)' type=CHEMICAL — in an island with no path to sulfate_reduction_trait
data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	sulfate_reduction_to_sulfide	UNREACHABLE_FROM_TRAIT	WARN	node_id='sulfite' label='sulfite' type=CHEMICAL — in an island with no path to sulfate_reduction_trait
data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	sulfate_reduction_to_sulfide	UNREACHABLE_FROM_TRAIT	WARN	node_id='aprab_complex' label='APS reductase AprAB' type=GENE_OR_PROTEIN — in an island with no path to sulfate_reduction_trait
data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	sulfate_reduction_to_sulfide	UNREACHABLE_FROM_TRAIT	WARN	node_id='dsrab_dsrc' label='DsrAB with DsrC' type=GENE_OR_PROTEIN — in an island with no path to sulfate_reduction_trait
data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	sulfate_reduction_to_sulfide	UNREACHABLE_FROM_TRAIT	WARN	node_id='dsrc_trisulfide' label='DsrC-trisulfide' type=CHEMICAL — in an island with no path to sulfate_reduction_trait
data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	sulfate_reduction_to_sulfide	UNREACHABLE_FROM_TRAIT	WARN	node_id='dsrmkjop_complex' label='DsrMK(JOP) membrane complex' type=GENE_OR_PROTEIN — in an island with no path to sulfate_reduction_trait
data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	sulfate_reduction_to_sulfide	UNREACHABLE_FROM_TRAIT	WARN	node_id='srm' label='sulfate/sulfite-reducing microorganisms' type=STATE — in an island with no path to sulfate_reduction_trait
data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	sulfate_reduction_to_sulfide	FRAGMENTED_GRAPH	WARN	components=2 of 12 node(s) (sizes: 10, 2) — one record, several unrelated mechanisms
data/traits/metabolism/electron_transfer.yaml	electron_transfer_redox_carriers	UNREACHABLE_FROM_TRAIT	WARN	node_id='membrane_electron_transport_chain' label='membrane electron transport chain' type=PATHWAY — in an island with no path to electron_transfer_trait
data/traits/metabolism/electron_transfer.yaml	electron_transfer_redox_carriers	UNREACHABLE_FROM_TRAIT	WARN	node_id='terminal_acceptor_reduction' label='terminal acceptor reduction' type=MOLECULAR_FUNCTION — in an island with no path to electron_transfer_trait
data/traits/metabolism/electron_transfer.yaml	electron_transfer_redox_carriers	UNREACHABLE_FROM_TRAIT	WARN	node_id='complex_i' label='NADH dehydrogenase (Complex I)' type=GENE_OR_PROTEIN — in an island with no path to electron_transfer_trait
data/traits/metabolism/electron_transfer.yaml	electron_transfer_redox_carriers	UNREACHABLE_FROM_TRAIT	WARN	node_id='ubiquinone' label='ubiquinone' type=CHEMICAL — in an island with no path to electron_transfer_trait
data/traits/metabolism/electron_transfer.yaml	electron_transfer_redox_carriers	UNREACHABLE_FROM_TRAIT	WARN	node_id='ubiquinol' label='ubiquinol' type=CHEMICAL — in an island with no path to electron_transfer_trait
data/traits/metabolism/electron_transfer.yaml	electron_transfer_redox_carriers	UNREACHABLE_FROM_TRAIT	WARN	node_id='cytochrome_bc1' label='cytochrome bc1 complex' type=GENE_OR_PROTEIN — in an island with no path to electron_transfer_trait
